nPolygons: 54
4 {2.09692049547, 6.18288572676, -0.286058552572} {-75, 22.7291870644, -3.76095438827} {-75, 23.532474246, 2.04878439065} {2.01156891223, 7.00449079975, 5.51983327813} 
4 {59.9527660889, -21.0566273173, -0.0306697902523} {48.121045619, 14.359276882, -2.00837852252} {48.3297624961, 14.5323052403, -0.158522698422} {60.161482966, -20.883598959, 1.81918603385} 
4 {-75, -14.869464918, 1.0310850121} {-61.5294130082, -4.41679506232, -0.949752017421} {-61.5859905157, -4.603729532, -2.32093828481} {-75, -15.0124973657, -0.348420924063} 
4 {-2.47222872849, -26.5137776607, -0.200000931483} {-75, -10.9628431011, -3.68814982163} {-75, -10.5543211019, 1.72762632385} {-2.63713939047, -26.0698965863, 5.20784400458} 
4 {-34.7541076569, -23.9627994478, 0.337032329018} {-16.4303795675, -4.68655091833, 0.995637126502} {-16.3857887216, -4.68351573045, -0.333805925822} {-34.7095168109, -23.9597642599, -0.992410723306} 
4 {36.8103019728, 5.10912760549, 0.615259847802} {55.0525768101, 23.4496058049, 0.688860985141} {55.001868153, 23.5052246416, -0.602352804082} {36.7595933158, 5.16474644217, -0.675953941421} 
4 {-6.06681064376, -18.0864683083, -3.11858448567} {-11.4936970682, 17.359340907, 1.38514738635} {-11.6886937653, 17.1035521687, 3.16332026933} {-6.26180734083, -18.3422570466, -1.34041160269} 
4 {47.1193468951, -26.2115207116, -5.94219841913} {-53.4983792167, 8.12648555131, 0.772719406098} {-53.0754507691, 8.32820320278, 6.07844579912} {47.5422753427, -26.0098030601, -0.636472026108} 
4 {-49.999621069, -33.685474755, -1.06251030442} {-57.2629184165, -4.70247204818, -0.581158330811} {-57.2443014589, -4.72261742726, 0.912746576235} {-49.9810041114, -33.7056201341, 0.431394602623} 
4 {34.1075030292, 3.22974605561, -3.30504733264} {-67.7795380896, 31.8616720151, -2.15007641865} {-67.5708972245, 32.3918923885, 3.11115557388} {34.3161438942, 3.75996642896, 1.95618465989} 
4 {21.8296380639, -28.0077073016, -8.97952489413} {-70.7945475187, 12.6443126774, 4.05843701966} {-69.8620297482, 13.1699555751, 9.04428173114} {22.7621558344, -27.4820644039, -3.99368018265} 
4 {48.7848878493, 8.15249019627, -1.9701728553} {-36.9379785785, 30.788117936, -2.33630410504} {-37.0988097823, 30.2501655345, 2.06108481877} {48.6240566455, 7.61453779478, 2.42721606851} 
4 {20.1967016096, -15.458247782, -1.35353640784} {13.9241915947, 12.6090100192, -0.240051343434} {14.0487794515, 12.5799887487, 1.19330965346} {20.3212894664, -15.4872690526, 0.0798245890577} 
4 {-33.452654237, -25.6751801516, -12.8019623245} {-75, -1.66110089214, -0.484598333647} {-75, -1.44565906536, 3.97481271637} {-32.4353412811, -26.0477381959, -8.64414969767} 
4 {-42.3408926966, -21.9878571057, -0.218704676202} {-28.6455672706, -6.5163915786, 1.08394147176} {-28.6292391961, -6.44391263491, 0.0514479012737} {-42.3245646221, -21.915378162, -1.25119824669} 
4 {75, 3.68268488892, -2.35359588036} {30.6416160539, 17.374812349, -0.629307714533} {30.8044917688, 17.3790184185, 3.52737189277} {75, 3.73716589741, 1.80941499158} 
4 {-14.8156929375, 1.84728216976, -4.90029745277} {-75, 22.9348596758, -0.380563196643} {-75, 23.2002063979, 3.72501679133} {-14.4600638268, 1.98802238225, -0.821424577546} 
4 {75, 14.79357864, -1.73651397046} {37.767994982, 24.3755857599, -2.15791824896} {37.6355454018, 24.0233299478, 1.53460651476} {75, 14.4072356811, 1.95750990188} 
4 {4.23667285386, -23.7540526363, -0.450378676543} {16.6984608911, -8.85525231765, 1.23203977568} {16.7732004488, -8.80814125475, 0.26124274092} {4.31141241154, -23.7069415734, -1.42117571131} 
4 {16.8979764411, 6.93086620792, 0.198000284874} {9.32718511478, 29.9951941889, -1.3018777325} {9.17905019051, 30.0250376867, -0.0952337248001} {16.7498415168, 6.96070970576, 1.40464429257} 
4 {48.4367034242, -23.7764532647, -2.07240411202} {45.7156374172, -1.01919111096, 0.841820269707} {45.8717778423, -1.14618963149, 1.97934662108} {48.5928438493, -23.9034517852, -0.934877760643} 
4 {12.7228621014, -22.1662750938, 1.08890709076} {26.4897813007, -10.1772944958, -0.247190245542} {26.404457457, -10.1808675764, -1.15841431717} {12.6375382578, -22.1698481743, 0.177683019138} 
4 {72.2956185923, -24.6347098266, -0.324335954192} {66.0124433269, -2.49876548331, -0.68362111598} {65.9462644807, -2.49890473809, 0.465134238291} {72.2294397462, -24.6348490814, 0.824419400079} 
4 {-4.60329719716, -14.6534384176, -1.34086848713} {-8.80966506715, 7.11496514964, 0.122786891589} {-8.71617349361, 7.05869320223, 1.22838212611} {-4.50980562361, -14.709710365, -0.23527325261} 
4 {-17.5560205192, 6.60882940356, 0.884837706123} {-24.9994566368, 25.6329422882, -1.70593668666} {-25.1672592328, 25.705276712, -0.692677425414} {-17.7238231152, 6.68116382734, 1.89809696737} 
4 {23.2825695795, -23.9354690539, -0.525055426278} {34.2169103406, -10.0369619751, 1.58028216802} {34.2838188641, -9.95566216923, 0.696078832833} {23.349478103, -23.8541692481, -1.40925876147} 
4 {-56.1127668976, 12.8098094889, 0.302087874642} {-44.807441652, 24.446855461, 0.551093777382} {-44.8334492604, 24.4894491134, -0.25868550012} {-56.138774506, 12.8524031413, -0.50769140286} 
4 {-2.357191353, -25.2732315501, -0.893014264777} {-74.228829186, -8.02511464938, -2.68202909999} {-74.2449074506, -7.71007999747, 1.00118558202} {-2.37326961751, -24.9581968982, 2.79020041723} 
4 {-17.1250666198, -29.0547766224, -2.18493203797} {-75, -13.1029222473, -1.74846012202} {-75, -13.1672420442, 1.93378903752} {-17.1157341664, -29.121668689, 1.49724673957} 
4 {49.4348090357, -29.0315429614, -0.894927046767} {45.1935897236, -10.1931757719, -0.202324509381} {45.3121411182, -10.2017353411, 0.756451607032} {49.5533604303, -29.0401025305, 0.0638490696463} 
4 {-37.986594767, -25.5325431684, 1.19207589227} {-75, -19.6352556284, -1.98533932649} {-75, -18.9131768933, 1.46927112042} {-38.1623511962, -24.7824614384, 4.63159853114} 
4 {-13.6566932849, 5.30252090705, -0.426159314097} {-17.5109056445, 19.5950186027, -0.445747226884} {-17.3762415344, 19.6323291851, 0.28109567268} {-13.5220291749, 5.33983148944, 0.300683585467} 
4 {55.5404707741, 3.50880858073, -9.44735222407} {-1.79744884315, 34.329417367, 6.04767670853} {-1.13065110807, 33.933632532, 9.30234146053} {56.2072685091, 3.11302374573, -6.19268747206} 
4 {-30.374516081, 12.2557048166, -0.384318508816} {-75, 22.3417130409, -2.18751641972} {-75, 22.3522611231, 1.01887920494} {-30.4953255279, 12.2935575903, 2.81719552525} 
4 {-57.8259658452, -21.1472064311, 0.787770489951} {-63.0585557171, -9.65454627279, -1.29999187211} {-63.0961116293, -9.55695231513, -0.668632241181} {-57.8635217574, -21.0496124735, 1.41913012088} 
4 {25.0037994825, 4.33115607422, 0.795106041202} {19.9405806259, 15.1706041977, -1.25923385541} {19.9135672912, 15.2713058567, -0.661316813761} {24.9767861478, 4.43185773315, 1.39302308285} 
4 {2.15647202279, -2.18014356701, -0.44333769315} {10.7198761919, 8.82377335848, 1.25320771094} {10.7855744697, 8.88010072638, 0.556248714226} {2.22217030056, -2.12381619911, -1.14029668987} 
4 {75, 12.9327613867, 0.890951675086} {26.2475712589, 21.5644100561, -3.3049856175} {26.0471845272, 21.6607228814, -0.778570758165} {75, 12.993595613, 3.43461306309} 
4 {12.4092087775, 9.30470315605, -4.41423713752} {-31.3356551066, 28.4948359602, 2.1755130114} {-30.9379440666, 28.5854295196, 4.55182660738} {12.8069198175, 9.39529671553, -2.03792354154} 
